"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","X1","X2","X3","Y1","ID","Year","NC.full","C.full","NC.alpha","C.alpha","NC.M","C.M"
22.39848,2.044106,0.13067,7007,277790,1644609,40373472,1,1992,"939679.6",7007,277790,1644609,40373472,1,1992,1,1,1,1,1.00000300299414,1.00000300299414
22.27651,2.1334,0.13265,18967,694506,4644722,98428408,2,1992,"2520300",18967,694506,4644722,98428408,2,1992,1,1,1,1,1,1
22.13433,2.411421,0.1291,5683,406738,3218324,47854448,3,1992,"1.522091D+06",5683,406738,3218324,47854448,3,1992,1,1,1,1,1.00000000012482,1.00000000012482
22.48323,2.007128,0.11872,4097,156124,2077474,21026640,4,1992,"652112.3",4097,156124,2077474,21026640,4,1992,1,0.88666782590951,1.03747662114729,0.92952884611905,1.00095543095834,0.904135312997247
27.69991,2.013028,0.12452,465,26379,73476,2541380,5,1992,"75131.37",465,26379,73476,2541380,5,1992,1,1,2.84498339593881,2.54287575498403,1.40397163342731,1.40397163342731
20.69678,1.806071,0.12967,4997,302204,2285032,27142240,6,1992,"945523.8",4997,302204,2285032,27142240,6,1992,1,0.703541061324978,1,0.711476568546128,1.00010743293138,0.708698463755318
18.46138,1.84175,0.13013,6128,148731,1314888,18312090,7,1992,"558163",6128,148731,1314888,18312090,7,1992,1,0.773282626509024,1.08904666814585,0.856585207864105,1.00344536015413,0.799961900426833
34.48641,1.995377,0.12352,3325,141538,593718,12074620,8,1992,"470425",3325,141538,593718,12074620,8,1992,1,0.724559876357227,1.04130075220896,0.905446714134066,1.00612649699784,0.763186321764714
25.63462,1.819871,0.14518,3130,61266,880959,8722960,9,1992,"319630.3",3130,61266,880959,8722960,9,1992,1,0.789453278003873,1.12050729605328,1.03187382911496,1.01474835372968,0.861412474504738
27.64121,1.740708,0.13971,5702,82391,972732,8083430,10,1992,"436929.2",5702,82391,972732,8083430,10,1992,0.758565862776274,0.506781524412009,0.905654383735705,0.724136059552875,0.769940162992013,0.588769560412372
21.80467,2.306805,0.12283,18295,813699,6654508,102411296,11,1992,"3.093335D+06",18295,813699,6654508,102411296,11,1992,1,1,1,1,1,1
18.00671,2.000804,0.13488,3905,84495,723660,12380050,12,1992,"336981.4",3905,84495,723660,12380050,12,1992,1,0.861824924040375,1.17498076809279,1.05789991207702,1.00559473838329,0.930137211269922
24.1269,1.825102,0.11381,1518,24711,314111,2761890,13,1992,"117473.7",1518,24711,314111,2761890,13,1992,0.979806563878435,0.575387076541432,1.40305936627413,1.06070981856041,1.03763995641749,0.739728971357747
26.58929,1.63876,0.14733,2833,174549,910171,13480950,14,1992,"495466.8",2833,174549,910171,13480950,14,1992,0.808683374514649,0.607429547698262,0.983861265318048,0.740030485399532,0.830220433784676,0.628516357016563
32.83143,1.692176,0.12713,673,58197,257910,4866350,15,1992,"153363.3",673,58197,257910,4866350,15,1992,1,0.79225277867898,1.6870885192509,1.23908525715345,1.152354593944,0.95140726688301
24.9226,2.251305,0.12315,974,41624,256362,5412870,16,1992,"149553.9",974,41624,256362,5412870,16,1992,1,0.884572471336168,1.3412947316685,1.17685314902879,1.08359275804405,1.00209464506481
18.4399,2.167421,0.12652,3724,77080,645292,9349510,17,1992,"317377.3",3724,77080,645292,9349510,17,1992,0.909879558401468,0.684136545422305,1.10793980280228,0.907136066137606,0.931922918013854,0.766667156977608
20.47406,1.901351,0.12779,664,60452,527711,6029490,18,1992,"195971.4",664,60452,527711,6029490,18,1992,1,0.845853776956773,2.24849397590361,1.34202161161674,1.19791476418034,0.947491997326514
17.65927,2.226033,0.13442,12021,140905,657716,17371280,19,1992,"614351.4",12021,140905,657716,17371280,19,1992,1,0.935670817601232,1.25680993012182,1.10730672891463,1.01376777538515,0.989648022084138
30.60047,2.662971,0.14334,6942,170109,2209402,12578450,20,1992,"982119.4",6942,170109,2209402,12578450,20,1992,0.50203105067927,0.438144867637596,0.583625792873981,0.51255054740354,0.514430682638201,0.452080878966999
24.13918,1.812268,0.15435,3433,155076,919194,17229800,21,1992,"505786.6",3433,155076,919194,17229800,21,1992,1,0.78469770513861,1.10740540122263,0.854494884471514,1.00643979178909,0.803570735949715
18.63962,2.025089,0.11932,3535,96928,1460605,13638570,22,1992,"436458.2",3535,96928,1460605,13638570,22,1992,1,0.853784425450038,1.02426543413668,0.974528393260217,1.00433925558798,0.876956446932351
22.05084,2.077879,0.14101,2365,87939,543283,11056430,23,1992,"311485.2",2365,87939,543283,11056430,23,1992,1,0.836398531468087,1.39112050739958,0.956328295004418,1.05295841528774,0.883751782806747
25.39605,1.779559,0.12279,5795,413523,2883266,31364720,24,1992,"1.237095D+06",5795,413523,2883266,31364720,24,1992,1,0.630400318740038,1,0.635296835713837,1.00001722325148,0.633760673920839
22.91388,1.923884,0.11714,3526,218734,1399007,20345240,25,1992,"665492.9",3526,218734,1399007,20345240,25,1992,0.902456865416442,0.721036480508729,0.969346329331517,0.74977513819773,0.904337948886048,0.733110820713391
19.62071,1.886233,0.07932,1520,82676,246242,5034380,26,1992,"205301.6",1520,82676,246242,5034380,26,1992,1,0.670710703462528,1.19568148406852,1.0971079232733,1.01776014694499,0.786036773658504
23.57541,2.62368,0.12289,12293,352776,3692100,44342960,27,1992,"1.669106D+06",12293,352776,3692100,44342960,27,1992,1,0.858578610345478,1,0.86820766012827,1.00000000527859,0.865463071868172
24.72339,1.80346,0.11982,2117,80226,1010324,12524560,28,1992,"318080.8",2117,80226,1010324,12524560,28,1992,1,0.981298932206345,1.08219178082192,1.08219178082192,1.0183694263047,1.0183694263047
