"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","X1","X2","X3","Y1","ID","Year","NC.full","C.full","NC.alpha","C.alpha","NC.M","C.M"
24.31836,1.88941,0.13386,7429,289636,1679632,38958792,1,1994,"952737.7",7429,289636,1679632,38958792,1,1994,1,0.974287148726653,1,0.999028673431198,1.00000211599051,0.978282836948451
22.4934,2.001304,0.13449,19340,767723,4517562,101242608,2,1994,"2.579036D+06",19340,767723,4517562,101242608,2,1994,1,1,1,1,1,1
24.07011,2.188306,0.13266,5421,484403,3064436,54194800,3,1994,"1.597034D+06",5421,484403,3064436,54194800,3,1994,1,1,1,1,1.00000000013784,1.00000000013784
24.94509,1.86131,0.13181,3902,170663,2006122,22293040,4,1994,"679419.4",3902,170663,2006122,22293040,4,1994,1,0.861063212786799,1,0.945291781515977,1.00348591886712,0.875359342711806
32.15046,1.942966,0.13044,411,19074,72486,1713360,5,1994,"59729.04",411,19074,72486,1713360,5,1994,1,1,2.01553403415832,2.01553403415832,1.30754568184864,1.30754568184864
20.17084,1.683032,0.13803,6364,400707,2178121,30552730,6,1994,"1103416",6364,400707,2178121,30552730,6,1994,0.868208423682615,0.612439449481,0.868208423682615,0.627559997201677,0.868346160917304,0.615375769685737
23.02653,1.795779,0.14685,5223,152721,1314568,16919100,7,1994,"587565.1",5223,152721,1314568,16919100,7,1994,0.915682846497862,0.664462818925334,1,0.783060973794641,0.922069436853199,0.682811155379109
38.91762,2.053987,0.12968,2906,123405,620128,10966220,8,1994,"446985",2906,123405,620128,10966220,8,1994,0.862139751793178,0.637215796708314,1,0.772951597029605,0.879354372274072,0.684687010527065
27.69546,1.707092,0.14052,2962,103437,855811,8292030,9,1994,"378869",2962,103437,855811,8292030,9,1994,0.71192126608467,0.452901161614791,0.869292419540396,0.609082332671887,0.728732142834228,0.493086120543834
32.19201,1.626893,0.1431,4964,132836,971386,11239800,10,1994,"514916.4",4964,132836,971386,11239800,10,1994,0.60322158235758,0.461952913154745,0.712479899854435,0.632734863963203,0.618607744165047,0.49689847861199
23.18433,2.15144,0.12469,20789,833600,6236727,101759968,11,1994,"3.053077D+06",20789,833600,6236727,101759968,11,1994,1,1.00000000000001,1,0.999999999999995,1,1
19.07655,1.957512,0.1456,3528,90574,692093,12377350,12,1994,"345370.5",3528,90574,692093,12377350,12,1994,0.992746262724402,0.751895776848555,1,1,0.996598255180165,0.795229340653802
27.89081,1.841484,0.13073,1008,29269,310721,2853240,13,1994,"122632.9",1008,29269,310721,2853240,13,1994,0.916977006389012,0.535420674354572,1.27168676756978,0.865441071431435,0.965541345750302,0.684579576891081
33.68012,1.588482,0.14443,1739,106025,903676,8727870,14,1994,"357506.4",1739,106025,903676,8727870,14,1994,0.818286371477861,0.578584778216521,1.04197814836113,0.710675591616944,0.858561947632524,0.613174938899132
41.65142,1.678478,0.13428,498,51721,246770,3756530,15,1994,"140691.2",498,51721,246770,3756530,15,1994,1,0.682479966687572,2.00602409638554,1.30141095848563,1.16442731625135,0.92034916019126
25.88075,2.165359,0.12473,999,45167,243880,5674340,16,1994,"154076.8",999,45167,243880,5674340,16,1994,1,0.878430555050879,1.36146465474824,1.24682268591872,1.07780494982362,0.96856149340126
22.94243,2.070024,0.12362,3034,94868,648297,11223980,17,1994,"346128.8",3034,94868,648297,11223980,17,1994,0.903846539471878,0.6882588917824,1.03762781564622,0.900635306199192,0.92182333325136,0.73256489248879
23.0011,1.870899,0.13511,708,64005,499673,6233480,18,1994,"203542.5",708,64005,499673,6233480,18,1994,1,0.818466633780747,2.00988700564972,1.17830526721711,1.12933685638867,0.911424346318324
20.3053,1.963909,0.16558,10010,156208,635753,18135780,19,1994,"615302.3",10010,156208,635753,18135780,19,1994,1,0.981559924856338,1.27073564733474,1.17055377869442,1.01415729125152,1.01415729125152
33.14611,2.25208,0.15192,6242,283589,2142481,24688070,20,1994,"1.171049D+06",6242,283589,2142481,24688070,20,1994,0.735705545701702,0.594070722756079,0.735705545701702,0.637615065956441,0.736728153893923,0.602348258017369
25.41574,1.818147,0.14003,3127,158272,878967,17799350,21,1994,"490318.5",3127,158272,878967,17799350,21,1994,1,0.808423337222037,1.22317908410837,0.913449538767779,1.01364623013104,0.831208134575415
