"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","X1","X2","X3","Y1","ID","Year","NC.full","C.full","NC.alpha","C.alpha","NC.M","C.M"
30.43659,1.614481,0.12634,5006,337764,2039841,42559648,1,1998,"955392.8",5006,337764,2039841,42559648,1,1998,1,0.936680690269213,1,0.936680690269213,1.00000094835986,0.936874565173961
28.369,1.91002,0.132,19836,848745,4205828,117232592,2,1998,"2739017",19836,848745,4205828,117232592,2,1998,1,1,1,1,1,1
26.269,1.812831,0.13117,5584,623329,2821538,60677800,3,1998,"1.646777D+06",5584,623329,2821538,60677800,3,1998,1,1,1,1,1.00000000018581,1.00000000018581
44.469,1.575518,0.11534,2276,204342,1830178,25786862,4,1998,"634248.6",2276,204342,1830178,25786862,4,1998,1,0.955984572720895,1,1,1.00217924328759,0.987833246734014
40.269,1.857968,0.11317,292,25630,81473,2289372,5,1998,"68598.57",292,25630,81473,2289372,5,1998,1,1,2.40753424657534,2.16940090405014,1.2323793053943,1.2323793053943
21.369,1.666947,0.12097,4410,489459,1990954,35509092,6,1998,"1.150985D+06",4410,489459,1990954,35509092,6,1998,0.924298100307692,0.75392648916554,0.924298100307692,0.763575402611849,0.924352233988677,0.756932194858536
21.369,1.667204,0.13576,4421,159336,1275599,19727696,7,1998,"533293.3",4421,159336,1275599,19727696,7,1998,1,0.820265231595883,1.28704749711302,0.889417389911911,1.00984643233471,0.841395267018349
288.769,1.764471,0.12043,179,93324,640574,10328646,8,1998,"293501.5",179,93324,640574,10328646,8,1998,1,1,8.45251396648045,5.13085077326046,2.17548852983619,2.17548852983619
32.569,1.764348,0.13583,2841,180564,796349,12505461,9,1998,"519274.4",2841,180564,796349,12505461,9,1998,0.92467121827239,0.553887370956252,0.953246629304488,0.636188264657765,0.929565029350744,0.575259183854276
35.369,1.633965,0.13466,2341,106338,947592,10262140,10,1998,"384154.1",2341,106338,947592,10262140,10,1998,0.720645488912712,0.583114082596904,0.956290319547105,0.729558564408001,0.755791733980572,0.616568740089334
27.669,1.943256,0.13317,10307,609405,5709487,69707352,11,1998,"2.229747D+06",10307,609405,5709487,69707352,11,1998,1,0.887697590253718,1,0.887697590253718,1.00000000000001,0.887700810663443
22.069,1.8567,0.1213,2931,88182,659359,12061947,12,1998,"308392",2931,88182,659359,12061947,12,1998,1,0.840435907464063,1.34974118803262,1.0180634726018,1.05257473651674,0.882680396878112
40.969,1.963494,0.15375,734,32034,357362,2666914,13,1998,"147914.2",734,32034,357362,2666914,13,1998,0.666354498345508,0.576061553610462,1.08719346049046,0.815268464895579,0.793816639704156,0.67455442288265
40.269,1.585319,0.16053,1197,125469,820721,10500655,14,1998,"378860.8",1197,125469,820721,10500655,14,1998,1,0.63329500705844,1.50375939849624,0.846613621446708,1.06052974560509,0.761171672994694
69.669,1.537781,0.03486,303,61539,251108,4722100,15,1998,"124496.8",303,61539,251108,4722100,15,1998,1,0.938035724382762,2.63366336633663,1.9413457475281,1.47964544765763,1.31757903935467
31.169,2.029499,0.1127,1014,46544,252656,5896982,16,1998,"154540.7",1014,46544,252656,5896982,16,1998,0.968481436919904,0.79075285350963,1.09567291165349,1.09567291165349,0.986219420551409,0.883689172164433
45.169,1.796228,0.12958,1800,101690,544455,11036813,17,1998,"334513.1",1800,101690,544455,11036813,17,1998,1,0.7373050185539,1.35247357449192,0.879699446202668,1.01386750394871,0.77767476335915
47.269,1.812393,0.15943,4260,146639,638941,17565430,19,1998,"568999.8",4260,146639,638941,17565430,19,1998,1,0.890227040211514,1.15247104192719,1.02311758070097,1.01078295049664,0.932147575049461
42.369,2.275516,0.15572,6192,331793,2183964,29212128,20,1998,"1357436",6192,331793,2183964,29212128,20,1998,0.717133875639329,0.615554039142567,0.717133875639329,0.62577825234873,0.717953867483944,0.617094204286034
29.069,1.708845,0.13006,2475,170616,840324,18719636,21,1998,"472794.6",2475,170616,840324,18719636,21,1998,1,0.850976589764665,1.24158895854456,0.919181647348769,1.01276728777724,0.872295114218998
23.469,1.727355,0.1017,2343,123422,1267281,16853880,22,1998,"397063.9",2343,123422,1267281,16853880,22,1998,0.957357683395181,0.903985916173319,1,0.990454692034786,0.96108644572071,0.918230416156611
28.03474,1.959403,0.13373,1609,79464,516239,9210434,23,1998,"269846.5",1609,79464,516239,9210434,23,1998,1,0.711371359996211,1.24084774687693,0.897080532157582,1.0238863883756,0.762478823091643
33.269,1.586292,0.08727,4059,545424,2555605,38649244,24,1998,"1.223268D+06",4059,545424,2555605,38649244,24,1998,0.902931756590293,0.793108277639758,0.902931756590293,0.814461271322693,0.902964088066271,0.813843480090807
26.969,1.81667,0.12426,3113,228492,1308454,22063196,25,1998,"661637.6",3113,228492,1308454,22063196,25,1998,1,0.699459350776354,1,0.742278627398692,1.00069302626575,0.71032103456223
23.469,1.698238,0.08597,1213,74484,237902,4312891,26,1998,"175411.9",1213,74484,237902,4312891,26,1998,0.618522098705762,0.549071781026233,1,0.853280312151123,0.689822048711638,0.622815394461105
33.269,1.979995,0.09501,5516,483048,3259307,49639872,27,1998,"1.449611D+06",5516,483048,3259307,49639872,27,1998,1,0.84836521294722,1,0.848365212947221,1.00000001252701,0.848372056191815
37.469,1.432106,0.11988,1882,119055,1023601,16193492,28,1998,"363725.3",1882,119055,1023601,16193492,28,1998,0.992561105207226,0.912180955781158,1,0.999049437077505,0.994071760449921,0.923937284756689
29.769,1.763733,0.12066,1868,118159,736361,17604276,29,1998,"352858.8",1868,118159,736361,17604276,29,1998,1,1,1.08565310492505,1.08565310492505,1.00668596714496,1.00668596714496
29.769,1.759389,0.11835,2730,87491,889964,13758357,30,1998,"340527.3",2730,87491,889964,13758357,30,1998,1,0.990433698995412,1.3505274828268,1.15748309637672,1.04142270790064,1.03194432226735
31.869,1.794746,0.1334,2788,137875,1065262,16398213,31,1998,"478407.3",2788,137875,1065262,16398213,31,1998,0.857000906618314,0.782039768493292,0.919724388032638,0.864235032913998,0.863015988496637,0.797429585016623
33.969,1.703406,0.1151,5747,313902,1556974,41478044,32,1998,"909130.2",5747,313902,1556974,41478044,32,1998,1,1,1,1,1.0000235676075,1.0000235676075
25.569,1.648345,0.12844,798,27907,385159,4727281,33,1998,"115874.2",798,27907,385159,4727281,33,1998,1,1,1.70647187265519,1.43608695347584,1.18834786563917,1.14906220004262
45.869,1.576297,0.12623,2378,237940,1349050,29228100,34,1998,"654431.3",2378,237940,1349050,29228100,34,1998,1,0.984216573049687,1,1,1.00109971209378,1.00109971209378
40.969,1.821633,0.13942,2531,155916,1776319,10563041,35,1998,"635368.7",2531,155916,1776319,10563041,35,1998,0.604899249308574,0.448157986731729,0.757837553554478,0.51883882450545,0.625722470388593,0.472111110974135
26.269,2.004702,0.13038,703,46070,127479,4346756,36,1998,"127444.4",703,46070,127479,4346756,36,1998,1,1,1.96979894727759,1.57026160449671,1.17983969117387,1.150108129596
19.269,1.920512,0.1117,2357,93774,906008,11783104,37,1998,"326712.3",2357,93774,906008,11783104,37,1998,1,0.775981201328824,1.24352991090369,0.937205384104322,1.0275110615894,0.812946310551826
31.169,1.627591,0.172,2326,150813,2480476,13138672,38,1998,"744602.8",2326,150813,2480476,13138672,38,1998,0.803095442820292,0.587065784575819,0.809114359415305,0.660179622801213,0.805169266047111,0.608487135898076
29.769,1.834999,0.10025,2918,178763,775437,15677624,39,1998,"492633.4",2918,178763,775437,15677624,39,1998,0.949607769554458,0.716598151509611,0.97895380282344,0.789011185715786,0.953183254060436,0.737477285821906
27.669,1.899194,0.09736,8830,750126,3183017,79723096,40,1998,"1.97885D+06",8830,750126,3183017,79723096,40,1998,1,1,1,1,1,1
33.269,1.492314,0.11978,2867,323513,1999412,33998808,41,1998,"817654.9",2867,323513,1999412,33998808,41,1998,1,0.956218124207581,1,0.987367958851174,1.0003740540194,0.985314097464727
32.569,1.738494,0.12412,2711,145516,1043337,19680624,42,1998,"470772.2",2711,145516,1043337,19680624,42,1998,1,0.91217861838321,1.40928145358586,0.97169562310561,1.01620182961157,0.921447270144881
29.069,1.762207,0.10912,1094,61652,304207,8916385,43,1998,"173640.1",1094,61652,304207,8916385,43,1998,1,1,1.78975171511504,1.26514991130421,1.15524546477544,1.08567098212915
35.369,1.568027,0.12336,2680,175873,1232660,18735756,44,1998,"522623.5",2680,175873,1232660,18735756,44,1998,1,0.726240023999653,1.0115671641791,0.781892529180139,1.00090964165231,0.731050888144279
43.769,1.601503,0.11587,433,54955,540539,2317982,45,1998,"169594.9",433,54955,540539,2317982,45,1998,0.796766743648961,0.384756876545691,1.1198071149122,1.05972943225574,0.880719694843757,0.612268279912579
26.269,1.823161,0.10814,3430,252865,1219958,27575912,46,1998,"683042.4",3430,252865,1219958,27575912,46,1998,1,0.884705766316518,1,0.915372426721004,1.00078645298231,0.894310343149471
33.269,1.74162,0.11939,451,46594,276752,4041567,47,1998,"129194.8",451,46594,276752,4041567,47,1998,1,0.668106261132915,1.76940133037694,1.29030928354909,1.13749994664654,0.940253989445813
26.269,1.567282,0.12835,487,19441,121692,1296464,48,1998,"58881.7",487,19441,121692,1296464,48,1998,0.801913481816779,0.801913481816779,1.1391874568583,1.1391874568583,0.844355803877084,0.844355803877085
37.469,1.593584,0.11698,4070,261768,1858143,13719200,49,1998,"787013.7",4070,261768,1858143,13719200,49,1998,0.458968058968059,0.352530936577984,0.498280098280098,0.394059586220932,0.464726474778154,0.363315759401536
40.269,1.702158,0.15293,1118,69633,528660,7048016,50,1998,"244395.1",1118,69633,528660,7048016,50,1998,0.978533094812164,0.67171405096957,1.05635062611807,0.833856366095973,0.990129279846079,0.741165138201
33.269,1.74539,0.08882,3665,322821,1840235,42164144,51,1998,"848829.1",3665,322821,1840235,42164144,51,1998,1,1,1,1,1.00001300725628,1.00001300725628
31.169,1.780682,0.12427,582,46289,247048,3732305,52,1998,"131267",582,46289,247048,3732305,52,1998,0.903780068728522,0.602705302592569,1.20790378006873,1.0735846687789,0.954440503939232,0.768297793648238
23.469,1.645149,0.13216,427,16162,138630,2228103,53,1998,"54931.51",427,16162,138630,2228103,53,1998,1,0.999999999999997,1.98725405271625,1.45856571786673,1.18576052887143,1.1811229615038
19.969,1.55196,0.11232,3072,320876,1042581,21945740,54,1998,"676434.2",3072,320876,1042581,21945740,54,1998,1,0.804558329347651,1.03249915354299,0.855024673264259,1.0008661902932,0.820211548390516
36.769,1.634087,0.15149,2441,133858,844751,17349160,55,1998,"436460.",2441,133858,844751,17349160,55,1998,0.882719000732119,0.862771574218586,0.947324777002495,0.944724821131527,0.887988954183056,0.8739871758724
28.369,1.82969,0.10715,526,32118,138400,3786484,56,1998,"88517.64",526,32118,138400,3786484,56,1998,1,0.914413896258797,1.84600760456274,1.56683341809095,1.17899414297372,1.07818349902536
33.269,1.410648,0.13195,1531,76632,556759,11505443,57,1998,"232500",1531,76632,556759,11505443,57,1998,1,0.93398284207363,1.62728936577586,1.12277885958844,1.09308729133605,0.973896221259274
33.969,0.970648,0.12348,1883,99744,154806,7551097,58,1998,"179895.4",1883,99744,154806,7551097,58,1998,1,1,1.96508533260985,1.91725834029125,1.22379500035464,1.22379500035464
16.90703,1.532501,0.14291,1319,70614,820791,3247566,59,1998,"247815.7",1319,70614,820791,3247566,59,1998,0.454838983770924,0.305044383463485,0.655521567961028,0.442874252936658,0.512639746800336,0.374269923553105
31.169,1.762294,0.12808,397,15944,64995,2020952,60,1998,"48796.67",397,15944,64995,2020952,60,1998,1,0.999999999999988,2.12939456881299,2.12939456881299,1.27075266396154,1.27075266396154
29.069,1.750688,0.10404,971,45077,191559,6282484,61,1998,"127071.6",971,45077,191559,6282484,61,1998,1,1,1.31338125590549,1.31338125590549,1.05229005492654,1.05229005492654
27.669,1.468138,0.09945,2287,29979,170637,6199845,62,1998,"124262.2",2287,29979,170637,6199845,62,1998,1,1,1.70109076353447,1.70109076353447,1.15288303152778,1.15288303152778
29.069,1.753583,0.13049,1563,51962,385922,6297360,63,1998,"186913.5",1563,51962,385922,6297360,63,1998,0.939436511296717,0.695035480390112,1,0.97893028782682,0.952974995794045,0.773762792594083
34.41288,1.857648,0.16574,478,38297,657263,5270042,64,1998,"196526.5",478,38297,657263,5270042,64,1998,1,0.984338879863899,2.26778242677824,1.44035258862142,1.30412861289868,1.20562527222397
30.469,1.421965,0.11901,1607,249643,1076464,22020368,65,1998,"532057.3",1607,249643,1076464,22020368,65,1998,1,0.976553630906386,1,1,1.00980227434431,1.00980227434431
31.169,1.904556,0.1202,657,48089,271247,3675768,66,1998,"144670.1",657,48089,271247,3675768,66,1998,0.800608828006088,0.538139439909537,1.02029515533812,0.959145504600296,0.862239922231267,0.6944027904608
34.669,1.657234,0.10203,345,21346,112519,3169751,67,1998,"58816.45",345,21346,112519,3169751,67,1998,1,1,2.19561140785112,1.94346456473698,1.26560985109707,1.26560985109707
31.169,1.835986,0.15893,6011,177359,1592402,12086610,68,1998,"766066",6011,177359,1592402,12086610,68,1998,0.558881488468364,0.418554694759743,0.666213724705259,0.507118239869376,0.574785341883343,0.439794476471055
33.269,1.59499,0.15142,4167,260238,1602539,26311808,69,1998,"796365.4",4167,260238,1602539,26311808,69,1998,0.886697297226464,0.714654713062713,0.886697297226464,0.737511191078573,0.886977109738406,0.71661051704276
29.069,1.685885,0.14071,3295,213835,1344907,21241244,70,1998,"645525.4",3295,213835,1344907,21241244,70,1998,1,0.687636299688285,1.06282245827011,0.724246513237011,1.00183561286633,0.690629682673201
31.169,1.541692,0.12399,2028,126807,759117,17939108,71,1998,"352830.9",2028,126807,759117,17939108,71,1998,1,0.965520117057786,1.34547777330904,1.04957006037446,1.01973870098254,0.978436360099495
30.469,2.329738,0.13008,1084,50997,214856,6922168,72,1998,"179786.5",1084,50997,214856,6922168,72,1998,1,0.994180983683112,1.41586457906691,1.27707953353712,1.09960329159254,1.04500100217049
42.22113,1.834544,0.11713,394,17196,160441,1962889,73,1998,"66974.4",394,17196,160441,1962889,73,1998,1,0.925503814495654,1.24133519423122,1.24133519423122,1.03058424370253,1.03058424370254
33.969,1.84218,0.12584,1147,83593,518584,5231643,74,1998,"258214.5",1147,83593,518584,5231643,74,1998,0.846556233653008,0.436694307619003,0.953792502179599,0.636183606503783,0.862798579809104,0.519068079393491
21.369,1.48732,0.10967,2032,43527,454452,6314456,75,1998,"158000.1",2032,43527,454452,6314456,75,1998,1,0.777872556907778,1.17161761665173,1.16780867155727,1.03592920031951,0.878914758667381
25.569,2.043981,0.12067,1513,203311,760601,16021423,76,1998,"546031.4",1513,203311,760601,16021423,76,1998,1,0.915756307280501,1.23463317911434,0.995770547791095,1.0253351132501,0.948029861611305
