"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","X1","X2","X3","Y1","ID","Year","NC.full","C.full","NC.alpha","C.alpha","NC.M","C.M"
27.96978,1.777954,0.10709,9151,228216,2181816,13872545,49,1993,"895359.8",9151,228216,2181816,13872545,49,1993,0.413248851964805,0.375029994885656,0.431577978756967,0.431577978756967,0.416749241318236,0.388690686562434
27.77728,1.77675,0.11657,1969,95339,532804,8456234,50,1993,"286196",1969,95339,532804,8456234,50,1993,1,0.643617670297532,1.23100614860249,0.830170323549528,1.03205259054775,0.69536204519751
26.11327,2.143726,0.09772,4568,258858,1883200,34096852,51,1993,"858232.4",4568,258858,1883200,34096852,51,1993,1,0.999999999999998,1,1,1.00004681103848,1.00004681103848
23.91378,1.506767,0.16791,715,45479,261360,3095960,52,1993,"129509.6",715,45479,261360,3095960,52,1993,0.832167832167832,0.542981853274871,1.11576771696827,1.07271213986837,0.873374682499071,0.710984462681963
21.77037,1.726396,0.12461,371,15881,149277,2322749,53,1993,"54095.11",371,15881,149277,2322749,53,1993,1,0.88058979091746,2.15540583086707,1.89808631900953,1.1167142142297,1.1167142142297
29.25824,1.79228,0.11176,2286,276330,1184542,22128494,54,1993,"694529.6",2286,276330,1184542,22128494,54,1993,1,0.789123979940518,1,1,1.01029353705848,0.797779219848258
28.87531,1.888014,0.12403,2035,110618,794122,13074965,55,1993,"366104.5",2035,110618,794122,13074965,55,1993,1,0.817245943357659,1.02113022113022,0.950461890947704,1.00747247252826,0.861266052338989
20.59134,2.585731,0.12205,595,24176,148111,3281920,56,1993,"92841.42",595,24176,148111,3281920,56,1993,1,0.910845385842817,1.88922898742555,1.62837257163315,1.17972388491412,1.13929042661906
27.66021,1.669493,0.12267,2212,69850,576715,10841907,57,1993,"248544.1",2212,69850,576715,10841907,57,1993,1,0.936607012562804,1.35017895490336,1.15307064129289,1.05209591830634,1.01310380327567
23.71434,1.586724,0.09939,2271,58856,134418,6979541,58,1993,"160603.3",2271,58856,134418,6979541,58,1993,1,1,2.53726435447633,2.43869672185465,1.34485001918384,1.34485001918384
25.96069,1.830093,0.15675,2555,144628,860369,9084524,59,1993,"465875.1",2555,144628,860369,9084524,59,1993,0.813307240704501,0.453008984596325,0.865753424657534,0.590811355004793,0.821314965878167,0.489102666677508
24.39618,1.884053,0.10972,416,10385,70829,1281379,60,1993,"37486.05",416,10385,70829,1281379,60,1993,1,1,2.10756893362888,2.10756893362888,1.31277812071372,1.31277812071372
20.32601,1.919422,0.10563,987,45674,206644,5700646,61,1993,"129557.3",987,45674,206644,5700646,61,1993,1,0.980112255926031,1.65044230657556,1.48859222180744,1.09266149812486,1.09266149812486
21.95227,1.770948,0.08646,3114,24557,172885,5768825,62,1993,"126796.2",3114,24557,172885,5768825,62,1993,1,1,2.0701225719754,1.96867272279142,1.2436098692741,1.2436098692741
24.77229,1.651303,0.11012,1592,54360,279524,5418458,63,1993,"159983.5",1592,54360,279524,5418458,63,1993,0.840213392200147,0.694939627164886,1.09426739743278,0.994105158729946,0.869438311771832,0.808499684983969
25.04462,2.002816,0.11538,3551,118914,614960,15130632,64,1993,"398050.5",3551,118914,614960,15130632,64,1993,1,0.912268469183801,1.19824378821387,1.04071825996833,1.02073169039858,0.953303637599642
23.27519,1.856987,0.10877,2554,224183,1226251,21287548,65,1993,"609129",2554,224183,1226251,21287548,65,1993,1,0.814214740518112,1.232609073837,0.982915941331516,1.00549647386754,0.824779366996712
25.05513,2.169286,0.11664,856,34079,287965,2720897,66,1993,"128962.5",856,34079,287965,2720897,66,1993,0.709410487396931,0.439763246520066,1.125,0.887823392922711,0.820315852661426,0.585946180132829
29.77557,2.192756,0.10511,382,14457,124992,2718030,67,1993,"56212.85",382,14457,124992,2718030,67,1993,1,1,2.36771114339074,2.02217826155452,1.33518028425132,1.33518028425132
32.51527,1.789517,0.13024,9254,314167,1734243,25550288,68,1993,"1.088971D+06",9254,314167,1734243,25550288,68,1993,0.70448028332823,0.577590772430939,0.70448028332823,0.60587391076473,0.704797984782016,0.586866216712811
26.70512,1.704774,0.12695,5847,266605,1533678,26412100,69,1993,"805346.6",5847,266605,1533678,26412100,69,1993,1,0.731410122507233,1,0.759962089842243,1.00066228503853,0.737806654108229
22.02575,1.831334,0.11235,4127,185211,1243823,18775602,70,1993,"569826.9",4127,185211,1243823,18775602,70,1993,1,0.680712050497869,1.03938211013385,0.744058382914288,1.00194623031446,0.701348934730658
22.63533,1.958395,0.10639,3131,98493,736872,15470247,71,1993,"342155.2",3131,98493,736872,15470247,71,1993,1,0.994403283273044,1.48299297571356,1.13719517509615,1.0422047019657,1.03481992508609
31.58017,2.470986,0.1378,1040,46184,253985,6159523,72,1993,"181962.5",1040,46184,253985,6159523,72,1993,1,0.954013868395105,1.67211538461538,1.34608764468439,1.11215702338128,1.06682856057286
33.88387,1.64732,0.11595,548,15523,173326,1520936,73,1993,"64236.86",548,15523,173326,1520936,73,1993,0.931327707273079,0.722164849404029,1.17097210590736,1.17097210590736,0.97822081387328,0.934314307648041
23.35568,1.735925,0.1205,1718,90828,555569,4798912,74,1993,"264741.7",1718,90828,555569,4798912,74,1993,0.562281722933644,0.366021227728742,0.661624168758533,0.596126460718573,0.57183460218576,0.427344061224046
16.7697,2.200353,0.12796,1588,36616,419458,5060169,75,1993,"160872.2",1588,36616,419458,5060169,75,1993,1,0.756935051580467,1.26130653266332,1.11808457984713,1.05016789331643,0.895880546869112
23.50165,1.982239,0.1034,1631,194530,815770,20782616,76,1993,"508286.7",1631,194530,815770,20782616,76,1993,1,1,1.45205388773797,1.36210575147235,1.01265692124901,1.01265692124901
24.29977,1.24091,0.10606,80,12974,81176,981598,77,1993,"26653.08",80,12974,81176,981598,77,1993,1,1,6.75,6.75000000000001,2.47483223779755,2.47483223779755
32.05629,2.01035,0.11996,6425,320169,1868509,39193956,78,1993,"1.07376D+06",6425,320169,1868509,39193956,78,1993,1,0.950535551799768,1,0.972485302121642,1.00000410847508,0.953262793766743
30.20699,1.948198,0.10691,3645,164782,1325144,19564772,79,1993,"572803.5",3645,164782,1325144,19564772,79,1993,1,0.798567387874944,1.16824046315738,0.85803097323788,1.00728141951036,0.820612338807625
29.52032,1.846796,0.16322,1068,45836,247592,3934109,80,1993,"156589.4",1068,45836,247592,3934109,80,1993,0.996465660179771,0.617446648811695,1.02582070503086,1.02582070503086,1.00280821212792,0.74030711449822
20.91157,1.497542,0.09392,1465,47388,241136,4907503,81,1993,"124248.4",1465,47388,241136,4907503,81,1993,0.963830505613235,0.714009475759953,1.05328528299383,1.05328528299383,0.979549777438763,0.851321591951825
24.70635,2.084203,0.10228,1739,50836,305874,7004634,82,1993,"180201.7",1739,50836,305874,7004634,82,1993,1,0.88485089273218,1.86308914942167,1.17585586436189,1.08075253500737,1.00011112735773
